wallet,roi,trading_frequency,activity_level,portfolio_volatility,sharpe_ratio,historical_loss_ratio,balance
2ssNnQ777XH4JZktYq6dh6bcMz5xdwP89pzTLPpEPkzK,-0.00018329939767374018,50,15931811826,0.027870049019942084,-0.12427347484152465,0.58,993.157390846
6kntKawNmZNKZqUHvRVGKMwp8LQU5upyhht7w1PL7dde,-0.009425687653750124,50,15935815534,0.0273892127466978,-0.376764055661423,0.48,13.802257348
7fYfR856EPnPMyGWw9TXDVrVM3rdDGHP4Npt9GeNNgUh,-1.787186826007761e-05,50,15928304099,0.024823789165895938,-0.17344448870262502,0.54,2476.407002617
DjByoKZzAPL6WoKksYcrraYyVWDhMZGfZF6gnfmYftRS,0.0001022786267734813,50,15793036195,0.027592065960839626,-0.1619591756397833,0.44,816.796155271
2XA25qbC753HPY6w1FUtZ8Rzv5xBDK1if4cBX7PXhfof,-0.08606222907144923,50,15771673948,0.027902866448747426,-0.03140088642452402,0.54,0.607693943
CKq9hf73TV2tUrgQHS455qATatvwNsJ2t7FXjmhAX2Z7,-0.0006068088450684456,50,15852621363,0.029128090661656187,-0.01718761953144613,0.56,300.110746499
EzdQH5zUfTMGb3vwU4oumxjVcxKMDpJ6dB78pbjfHmmb,-0.01087373167287261,50,15935375884,0.02801437660504985,0.09045233673785488,0.56,14.781589818
5KB8axB22TBjKeguKGiCP9tXQgJS2hQ2iEf8BxNEKQQo,0.00010609197606203881,50,15802144791,0.026060861580395275,0.010723965667144975,0.42,1225.843358449
2sprjJjn7axUCRXB8GZEmNt66FZR3VT3YaHE13SsFCds,0.0015011346738719085,50,15713575357,0.029508799218904848,0.07190243634714036,0.42,200.307630834
BUeeXZ23Cj9gvqJ119bs3dzXv6srfdpvYKp8SqRooHYi,-0.07307633364421132,50,15918960244,0.029263338931531668,0.000330185840417482,0.52,3.622845995
MarsfR4ScvDwu4XMybf3kJ3hMHjAcg8iPxWqerq3bAY,-0.00031588540535186776,50,15935790941,0.02639933704013361,-0.05519481832314004,0.62,1291.671604194
Dhn556mKa1M33SqZTkbk1R8ueAMqY7ujHdYVKGfVVDDx,-0.004560868316202615,50,15935799781,0.029329786772317637,-0.09254172613381463,0.56,38.378702267
GD4sGrjBgQBA1C8QqR3Ca6F79RkJCY3RTRxe4GgdE9HJ,-0.07802665659935734,50,15935815765,0.0265439106775925,0.07670464253473988,0.58,2.143683828
8y9ox5P36vD6vhxAbX3s8zSVA2XneEdrqvFBvkwH7ajh,0.000568895878179323,50,15927014164,0.02598598981276384,0.019746519836642523,0.38,810.352947864
8MeAg93NcLXJAhhUfdVoDaShRXFLey8vKof2ph7w6M9E,6.511083805567305e-06,50,15903338268,0.03253975430981042,-0.03457125903360001,0.44,839.514288876
2zTiSWVEYuG4KAcjQCza4Bw1z4bua2c8YpZT12TMzejT,-0.0015337672343967291,50,15924427115,0.029437672654138432,0.055770635727369046,0.48,47.550719019
65GLDYitUGXMzFmaAvYY8ofxtpxSsXxVqUUNXSZt1jmo,0.00016685349910232816,50,15934398714,0.029938892017427787,-0.0892825653626379,0.48,316.007414573
BnCvpZ5BGz5apBxpTjj6dibekpFcKY67r9dm9HVYkaE9,-256.18761090703555,50,15765033808,0.028138663803614503,-0.05645352222801133,0.52,0.000891382
6Z7jjzUM1mr6z2ecC13mpCoz23xes9gU4zSgxqiZkFm5,0.28812598951615376,50,15806629775,0.031021212099761882,-0.010465389701035043,0.38,0.943053617
3owCnTGemj9ts3ZmnuA3Y9i9q6KfZbEndhqvjm44MXwG,0.0024249577759279583,50,15933372120,0.028530748989762537,0.3225418145449822,0.42,75.480784738
6AeqrhqsmUtRE1V1FQvwetjCFFnXazqZLM9PUrzPLiGy,1.2176764558432034,50,15855503910,0.031020171111900977,-0.09246179721546237,0.52,0.054770801
6gzp4iqYUAAkPVgR8HvcNjAqX24kPFCrLwaWxr9bTyFS,0.02147536170598931,50,15797888668,0.02663165085571378,0.3224702300101916,0.5,0.657739993
KANYEsXAntLxYUE6GtPJ5CahFGpEbaSbd5xhNFYbvq3,-0.00014487662675260928,50,15935518739,0.027662257052516244,0.009829119203942284,0.58,1944.508435955
HUrRaHKvxHqRxDDSLhrmZZjHQ9F53GktsvEAhhBNo6jP,-202.72158552802094,35,11019609413,0.030185976339496417,-0.05758319388563023,0.5714285714285714,0.000995003
DL9WWGpQ29YqiRmi7mp7FXqR71MiCobEDajd2Xuw5btg,-116.22719142631674,30,9446014669,0.02561179482586815,0.06673682112584627,0.5,0.000995003
DAjkyJYCVRGv4um4sattgmDV7cxVfWxz4yXDmEUBFYSL,0.0,50,15752031452,0.029034097332124933,0.12114625676924773,0.42,0.0
57uu3PrrnpYeroNCiTNxaf2Ut8MDDQMwFbSeRGPdqqWG,0.0,50,15753371710,0.0306742595485203,0.2658287636012297,0.52,0.0
Ej3mVSGpUT1D7x9tpijzEKmcbrfM9wMw51HweutUPkvk,154.81268717564433,33,10389890869,0.02854874780109599,-0.20580998730808278,0.42424242424242425,0.000995003
H8a8xZEpu8P4n5kMkP1ZCYUASekfHjHuuhnJ24Hok2SG,-80.66806842537865,24,7557181131,0.028191754033633137,-0.029284732202342158,0.5833333333333334,0.000995103
4EmJ6sqLmWUoVKFMq3P22ehAW6uasecjT63qGWqqdi1T,10.173904335046911,26,8187114022,0.02597659553758378,-0.11868502647965203,0.5769230769230769,0.000995002
J2KExrXRccC8urM9hwro2qrX7Z8pe1EBy9KiGJ57MM8J,-73.53389877840641,32,10075577913,0.028615464888050578,-0.0904049516653497,0.5625,0.000995003
9Ka5z3hRGFh5LyPqc72W7wiuDZBgidbqCZ2Fk3Zxq3Lt,163.18343652508082,30,9445041572,0.03280999360417046,0.09960570370846925,0.36666666666666664,0.000995003
AekrxfDCpygTYnderC4pDde2HwaXTJ6n4En7Dfk2KMyH,17.028803998655093,24,7556370688,0.0314836021291104,-0.11547316439773796,0.5416666666666666,0.000995002
BDmCgcUMZehxiAJZZj2uUMYbaTc5AF1yh2ce4umfr2GV,-121.78687232629717,25,7871343142,0.029697731762508183,-0.02125106376626818,0.64,0.000995102
HMSqpu2hgmAhSeZfwPmk9kWo2iRhHhhsbZ8T6uUsGvqV,0.0,0,0,0.0,0.0,0.0,0.0
GN3uUHwnyfXwGv8pC9HvnT11mkDyy9gcv3wQ73sBJN3Z,0.0,50,15764378861,0.03113135699685256,-0.09168427502259231,0.5,0.0
GxwxzW5fcptjB6xpR7njQ64qiAntF89jggzvWmncXk8q,-51.74624481466333,22,6927010985,0.026998454233849833,-0.11124902013795417,0.5909090909090909,0.000995003
9QaSjHg8gK9XHc9hEurVhgD6je8DW861fSKHE7WCer3s,-35.87334813805041,30,9446544713,0.029963622743209548,-0.3463853394496357,0.5,0.000995102
3qz461CQZr2iMvfJ3LpGbzVoiJ6LKCz3E8CmQJNg7q9y,0.0,0,0,0.0,0.0,0.0,0.0
APTVXUxBn8iLVK3CMHD2dod1aDHjNpX89d7ogEMpxHCu,413.9858018265214,39,12280211919,0.02760529370278745,-0.004406015380022147,0.3333333333333333,0.000995002
2pwNYyuo6EZ1TrZif9GKqNTo86JfowdeqRgZRi7LBQ63,148.76138769969867,23,7241637792,0.033237762757728065,0.07987673435127768,0.391304347826087,0.000995003
yWHEFdfgbd5yWoEXbrMa8BjdtBRDTFNjcAQgFnkbwdt,0.0,50,15751601934,0.0306441107017182,0.19167253468978857,0.6,0.0
7ZAePfqRmgR7keNxJ1nP1Az1AXV2CtQcvMqujAVoHxYy,186.15438815285998,28,8815245615,0.025380088952532655,0.20800407434765228,0.35714285714285715,0.000995003
qtioiuGUDDqVp8V7qpQdzrm7Hs3v46VS8piFt8YRWVx,-102.16283687503228,36,11336500464,0.02809766031457922,0.192059079470114,0.4722222222222222,0.000995003
99Na1s4Z8ozc19Xu5UnNskUkq74hpW2Pv6B4tMjz2ebp,150.96355789066158,49,15427450666,0.028441955191637287,0.03963287399441622,0.4897959183673469,0.000995203
CydoNVEUJLY71PibRiYm1ek1q4oA7HLxUGuLo7zRgEmy,-190.33920925181988,25,7871588677,0.033044291625748505,-0.1411119361505202,0.6,0.000995003
3hZwHw2ZWWV2Uru4dRZ2gy1zGHhhBCdpu2LyDyGMpx7j,-195.9311479301265,29,9130390851,0.030221816258651436,-0.057313956804612126,0.5862068965517241,0.000995003
4cvNggTmaDuZJotmXaJd8Ezv1awDAooteaZsEJzLaSdi,0.0,50,15756743658,0.02862336587314756,0.10562903519103578,0.54,0.0
3Quk2Bzk1duejMHLv6iYQY5qAFqs2XDUXEgWbbvViNeo,8.460390169884535,50,15741462627,0.029410398917822215,0.20883750821388808,0.46,0.000995003
FiroGHatqK3vDQiL1zMMAa1G8bZWHsE71YT6Veuh99jG,0.0,50,15762864409,0.029984444302627675,0.10444373705858177,0.52,0.0
4x4vvHk6wruSeE6JkUp7NHf7UsZUfHeq7Bb9PwCaetCZ,0.0,50,15761972089,0.027416379462800403,-0.1662433504351696,0.5,0.0
6VnUj4joN7wpPFp3J2wTZDVaPkD3jMhsaJiWFE9mFjRx,-295.73547308462474,44,13853141525,0.029238884927503494,-0.15046529072338738,0.5681818181818182,0.000995604
HvAwUQTRiJX9eyihK2mZPeAztCoVFKCKqFUkJXCcctWX,36.052214033976405,27,8502083943,0.025306587973855314,-0.15026349098406547,0.5925925925925926,0.000995003
3NVk9d3dv3ibXbDQiYsLpZmD96XtR4SwToS1br6x3P7T,-9.526282773736881,36,11336276849,0.02515539680214509,-0.12627274410939898,0.5,0.000995403
C2x4dmdL9GKzS8rkS1GccBsmbAdH2TJUvFxG73MXM1Sp,-206.37556075157684,34,10706108525,0.030811160209472537,-0.010003911458373604,0.5882352941176471,0.000995104
5gSePHYokDmprWdYXf9deF3GDBFcSERYFdFifkncbExo,0.0,0,0,0.0,0.0,0.0,0.0
5doA2ViPjjECEsWB1PtLbpEUhhsumk7h2hJiVukSGQJP,109.03913495151987,21,6612426324,0.031166537293366423,0.08371320447544468,0.3333333333333333,0.000995002
HETGnUrYnksW4xMgWkLp8QvYFBrUjXQEzcGEmwvdJs5m,-177.49438591746767,32,10076310942,0.02466204069317262,0.048454031328549675,0.625,0.000995104
3MpmGspw7YeoiujY4kWxAdLppuV7zj3EufMP3KjuBHHE,27.352754340622266,35,11021608349,0.027991982337694052,-0.08859645934696771,0.4857142857142857,0.000995003
DAb8UeDzmKsxv83veX8PKZCRvi2eZezjvCNXQrqsQfqC,-348.86714966357084,50,15748742706,0.028052112349382086,-0.042320978706255924,0.58,0.000995
CV28CvgxmiTNHXyzregDT8MeVgsRD7tjwZ8i2KgCWaNc,229.9936233693045,27,8501780327,0.02714420058860303,0.047768096942812845,0.4074074074074074,0.000995003
G4jDpErmEhtcnAJuxd9e7b3m5t9S2zM2aVR7ZNqjTg97,164.61059173094446,40,12595900513,0.027852227393067606,-0.07122709137897201,0.4,0.000995804
7QVBHYQzmK6UQ7QUMjfeY6ccyEbGqmsLP2cynqvYZYP9,388.51864398258726,39,12279504838,0.030343438539533737,-0.08956976457485409,0.358974358974359,0.000995003
Hzpr2bgNrkWbGiU6N3C7ykJQARR6smfHRYbgSkcXnKzw,-147.4914740190785,33,10389966640,0.024880852903625898,-0.3779465335430836,0.5151515151515151,0.000995002
4ufwzx78TF7S9i5qdzajDCgrLJdTzh6KcK3xH9C6W4Dx,0.0,50,15764544129,0.025015861489794525,-0.2825216216362679,0.52,0.0
DhA6gg4b2DS4jY3XqKgipyAKWFQCZprcRHjScsDRSDvC,-337.469759462572,46,14485971172,0.028899160942548026,0.17960066481283002,0.6086956521739131,0.000995003
7KxMaNvT9DjXSgnq99SMg3AEzk255ndQDN9guRBhGFqC,0.0,50,15775845142,0.027835056851100857,-0.16592266271894202,0.46,0.0
Fe8dtWwy1UJSixmukjUCB8wDaA9uo4X3zU9uVyuJymti,1.5659459374963285,27,8501197098,0.02577941768734057,0.19296389432667121,0.48148148148148145,0.000995003
AXnB8bdYvVA3WBvaVCmuXhvisG7AL9FXkwjWT64JviPv,33.38898714384598,18,5667822239,0.03088806696232942,0.2865186101849031,0.4444444444444444,0.000995003
J9SHERoYRtXfHNQreVFMFb6fZUZA43q7J2tKkoVxAuwC,-191.4926757341389,49,15435469886,0.026509436966781545,-0.14802703477018517,0.5510204081632653,0.001000846
9T49q9AzQKSWJ6ydW86d2VvqY12vA6rr53hu6PfP8Z6q,0.0,50,15753343028,0.029703271508757935,-0.07431473114094463,0.54,0.0
Bb2jGe6ighRjFgrpmpbjQHD8eJ3csCS6nBkCDnFKajx,0.0,50,15754092166,0.028027379005539428,-0.13241170742884814,0.52,0.0
6HAH4yMyT4NcWfwhd8eo6CgFa4wDjJfevnPDRbnifL6f,0.0,50,15758914735,0.029219086390117693,-0.0721633290311352,0.44,0.0
egt6Bb6arpHNv9XymBDYNa5jLuLGVcXe7mEexABVgka,-80.21866258524142,39,12285633838,0.028730472691914713,0.19485068862455726,0.5641025641025641,0.001000846
CyvV3khLL1YZXC9a9JEGwzfTUH7oQttTQssJZVp6GF1E,243.91930425425562,26,8186971771,0.02591594189637043,-0.24783192218938924,0.38461538461538464,0.000995003
Gk2dkkeSvXPBZCNnWiRPCiJ6SdaS87wjGvnqivULqLGw,341.2820108040182,29,9131286196,0.027586068431941117,0.14307291915729342,0.3448275862068966,0.000995003
EDd6bBs6KNpjHeFC9b7nWTRiDWV8nuFXVwVRVwkQQg6j,0.0,50,15765395195,0.028074733487782045,-0.1061191680598792,0.46,0.0
2fgk1uTQxQoDhNytjSmehU1qZE2fYS9tChwWpoT1xgjD,131.1617036710318,32,10076482736,0.02694638066433517,0.2711450688080763,0.53125,0.000995105
2GoCUvvwwiBDwXqmM6Nq1av1V6cbiVyv2LMGY46gKvRx,-152.47949611303244,31,9761011525,0.02579784534168929,0.008166898339068729,0.4838709677419355,0.000995003
4opEV2i8eE5tRAsYW3sk6QLpnouojuv2tcQrvnmKPccA,71.22506276380484,50,15751529467,0.027977042501917463,0.19247967708512717,0.52,0.001000846
9ZLEAmDc1VLtPTmn1jnc6jQSxCLb2mBTNywtf8nAW6es,261.68559677209635,50,15748556675,0.030979786936393066,-0.050726286444168,0.42,0.000995
BVjgbivJ14mVabZzDkFUDHU2AJkCRxRiBfTb92L4rfWC,0.0,50,15747839470,0.03059268368398292,-0.1579257793722822,0.44,0.0
FGB7fRuB3heo95Y8XYDDivJfcanrg3a2SZ5tvaoknyqa,342.71842064615043,49,15437771201,0.028743635714494207,0.02282310933698071,0.3877551020408163,0.000995001
H9ZtkEZWh6DeiGooUhZLSKbKsKzZTGS2fYMXeGSB4wnS,0.0,50,15763478520,0.03203775879332634,-0.013292905569298647,0.64,0.0
5qx7yc4owJeVK7X8XWuEFF5NPJdKqDXx8Evs7x8rvEo8,-0.012136212480983798,50,15932273306,0.029678251792061325,-0.1468757967918565,0.54,16.600743516
EpN86HiWDbSXLiH1rKH7wsVsvAEvJoBtcikeimojCrUj,0.0,50,15758599138,0.025616501835721762,-0.34617767332119836,0.46,0.0
CUV3uYt4n72momXXK8MnRBLvrB6BAxokeAzGAHR1FauV,-347.33790435910896,50,15753438981,0.026813149494853306,0.10152029224136494,0.58,0.000995001
9KBDes4WjAhJPc4FPDprTaACHgzh6xpwajk6KFNkMKcn,11.325407932185357,50,15831758164,0.029545697318037228,-0.04905799199837471,0.48,0.008222522
9vEemeR2j8jnCECh1voxcKwgTsMjoeBNcPZm72MBMtv2,0.0,50,15778909844,0.0309089684116202,0.0832090040186626,0.44,0.0
4NEXn5KNWwSLeuSuQGLZgB2TRNqtt7Przjj9ucxMqANX,-0.11858106734659311,50,15911035486,0.02777422259631052,0.20253302275012525,0.5,0.381743491
FNRGmUD5pQV6JNJm68FGdcwV7FeXrcKBXUQAp6v9KEWC,-351.2402375082388,29,9135186443,0.030869978533034827,0.1532723570745159,0.6551724137931034,0.000995001
DEsv3b3pE5HbRJgByoSPiLCmghr1psR43k76kjjRQ4eG,0.0,50,15761998308,0.027594667450581173,0.012377734928291743,0.52,0.0
27o88B1m5yRdxYea9ames2bUQqV7WbEt91qYyGWXSC79,235.67436838781023,31,9760746624,0.028880264606652335,0.2974322874451324,0.41935483870967744,0.000995003
DKhMycBEk2qQVjSWM7B5Gafj1g2kaFcDAzdbBNNbdKE1,198.37485471700884,50,15755181503,0.026477052516274885,-0.06446251089906661,0.46,0.001000846
oQ7EoTDhoFSif6LsBbjnf3RGkyWMbGR3SBqz3jHgRCa,-2.511498716469834,50,15765905115,0.027835370586473045,-0.05761772677189135,0.58,0.054975202
rMvifCa1QuvNkHYCxE2p4mpsLZeoMBwUA6WntUxHXuD,67.9667392145069,49,15436758262,0.025764154542113456,0.11511345018295507,0.5102040816326531,0.001000846
9qcKi2mkTSMskS5aue4o67JwfynteHYbEuYjyaDrRByA,0.0,33,10392889667,0.02569713419030283,0.16109579601660912,0.5757575757575758,0.0
6Bh6s17Kc48Np5DmRjeNRhrxtWmgMhi6kcyshUEuTVZb,22.750880443180737,50,15751999712,0.03205286158827633,0.02839586008624503,0.5,0.000995001
3dPpWnaqRmQHR9Cfdo9e13oLrAwsvHJFMEBDBBzmZmCf,125.45977432368878,50,15752285459,0.028117426894754844,-0.06358678909613102,0.42,0.000995001
8MqRTAQnjhDYH7TWS1b1DjFog4CLZfySWE5cZeotG2VW,-0.0070064412134125485,50,15935818870,0.03145313098797369,-0.008428417510772408,0.42,10.00105792
3WRTftN4GVmF6h5jggWbsMm6Rem4xT9wLeNa45QP8wcG,155.23986376551252,50,15751240085,0.03014399169537472,0.08702475124109972,0.4,0.000995001
82ombwxfxR9fGuU4i2tAMjPJmivWzF3xNqzPA81xD4Er,0.0,50,15819328518,0.025859714359563687,-0.18499663800172994,0.6,0.0
BMgLzP6LTKUDLoXa3NxyzqQL7r1NyUyhWnic74gUL87p,24.558353411492806,50,15876668661,0.029415664592039766,-0.05673437558066572,0.38,0.010821314
2eFbxT27UoXnZwE8U3nR27DUEocTfNcsscDgrxVwGY5M,-133.29599563314105,44,13860568175,0.026781461237347086,-0.07713602253777611,0.5454545454545454,0.000995001
HyG9RDapL5NdHn349Kjq85u4Drh5efFoJUUB3bSv76bm,-60.09992996271427,50,15755383748,0.032647270508760165,0.018463572738177857,0.56,0.001000846
9rkqPRB7pKXLJTebkANCJF8haMVS42wNMQnS3WDnxsjj,238.5873675405261,50,15753138365,0.028017126888669513,0.17142346497500255,0.48,0.001000846
9WHwEQkCnyhZPaDW3776sV19np8XD5rGeWCyyvmyjour,392.7984608198222,42,13231830239,0.02861333271759296,0.049502550504906435,0.3333333333333333,0.001000846
D9hfcu5YN6NwhivwtNPcX2tDLVmymh2yhvWEu2hf4Es3,241.41571254652285,50,15751664066,0.027669323334857308,-0.33754396401423276,0.42,0.001000846
DpBHyER7rdyZPbHfAMmYuphV53RyyYxuduFTqLcSn7DT,55.33566262290355,43,13547183117,0.029754526780040508,0.15903720600726343,0.5348837209302325,0.001000847
DrzdJMYugxmQrFVPGtnAGyvbhBzFgEkcMEQ3dmu6CwZC,0.0,50,15761689791,0.025525473107069898,-0.041528697869556284,0.42,0.0
9hq3x6j8BazD3aLDavBgxcX1QYXpN5dTd4MipYR3GHtX,0.6064004877457814,50,15849264478,0.028242012847108817,-0.12232453171726672,0.48,0.1316812
8P3CVpAGUqLzww9RPqSJViwiCrfqocK584EtoYQF7Cj4,1.9916165146583305,50,15885100701,0.030245731209651853,-0.13852524403076716,0.48,0.083938211
4u5VzokaB6B2YDB6qcjS6GfrcyFvZytdAmWryJQo7eNH,-47.37172905714407,50,15752450875,0.028462401404827472,0.1857748661258704,0.5,0.001000846
Ba944ed93AW7ffz1zZNkZ8oEVTECRnsAv1y3nPPzJXLt,91.95816068549993,50,15795352250,0.028838064281598276,-0.16817458827137602,0.44,0.002757919
247WVuSdvXcmUBoFuhjvC146PtVoNZ52p8S8EPy6CHmb,-333.42791934046005,50,15752395764,0.02955567684589104,0.09088877315959511,0.64,0.001000846
42B4rKe2Yyq9QaTkNcgJpZp3hP9nDQG6fEm6dUpzeESt,-0.08686049818199311,50,15928588461,0.03102194534108157,0.07346547206365892,0.52,0.739943102
DPSgV6YsCw9UTBPdcbSGq2S4Lcd76FUu6wgCt84xKra4,-37.22831872301479,50,15753242305,0.030526543201093423,-0.2332742103985896,0.48,0.001000846
5yNHHwST6YWfHM7YPnkur5hsbEF8qRR9nA4mEVCDXnbn,0.0,29,9141757466,0.030538710597390238,-0.022733354019882523,0.3793103448275862,0.0
FwWZpY4HBKMR9nGCQmuwj1sgHdWNsG4LM4KZu4aFb5bC,-0.6798786815702805,50,15887009239,0.031068681343667817,0.05332324995606713,0.56,0.408017336
GDimyuJSFEF3X1BMvPR4HQHymHL8D931TnMx8z5nhwan,-53.87198608106714,50,15751436399,0.029260003341501212,0.08082404024929828,0.5,0.000995
Er4eKio3Pp9sQ4xf4uyMMArw5hds7jz25knzCHBFdTo9,-309.1148759230864,48,15117530705,0.027094709312337314,0.005208506314224311,0.5625,0.000995
AzrzHUj3dN4XKUajhmEHYQixD6NSJMpLMEr2g2Bffd3t,17.21842518434627,35,11023468208,0.028901696951789933,0.21457862211150852,0.5142857142857142,0.000995
37U1QhKQhjPYHy9B23j4yqkKZzdgDwV5MVqnjHSudKqX,0.0,50,15775568696,0.02737135284978092,-0.14113807824065888,0.62,0.0
B6bnNNm5nuVsx25agC3iQej4B46L7LRW6GAPCthAzznV,0.0,50,15767832967,0.030399773089677652,0.024450072442256447,0.44,0.0
Dgwwdw9u1hugtdueYeeEhZv9RAebPNrR5hySBSsNTsLi,0.0,50,15777584387,0.02845115249519512,0.25942019424149937,0.58,0.0
9291w8ge7FuY6MXMbcdUbbTJcTn9DuEF4QyWeuDM3DuY,0.0,50,15767859157,0.02939545614507403,-0.12438772754500688,0.42,0.0
EtqYuicn6mmTYTPDfux4g464mc4bxCJ3gH44SXmBzj8A,0.0,50,15788347692,0.028992667714641863,0.045174590094614546,0.38,0.0
2MECcce5idRy1ygV1mSXQ7ZgeAHNEcgoTkKgTvWfsa4b,201.39025031923882,50,15798512638,0.02937128131581624,-0.08846853232931232,0.42,0.000990502
2NvFskWz61ETYLsmptWcSL1q6UTN16zkJQvqRaVQRuAP,0.0,47,14822100611,0.031149872857931964,-0.027850672906284835,0.5106382978723404,0.0
D2erPB7coFmpT9k4Sy3CRYb4zzcANGEH4twD1fF5qjN2,0.0,50,15786061126,0.027396702690491617,-0.26321425420391714,0.58,0.0
56RDZrocRHggKMXQsPBmnkUJ2f1YJKQ46XL2TtnvecZJ,0.0,43,13559165246,0.028564799506817506,0.0958515937221524,0.5116279069767442,0.0
AL3dRjdNEemHCY5A54BhE3LZKSf8hCg4PzrW2X1xjZ3d,-141.46640203938537,46,14510101119,0.026988403413607167,-0.07606993816465502,0.5869565217391305,0.001881182
AU1icyWVktYbTBxQEvhF1pbLCH3UubKQv1B3HopZV8XF,84.06488562380324,50,15772939398,0.026245572860403365,0.01665110236711747,0.46,0.001880982
5FzrHDFbs3kNjbse5CkTbVUmdicaaTGajDJzAn7D43nG,0.0,40,12613782329,0.029780961831556093,-0.005500437782770726,0.5,0.0
GwjiFGbV8bBJj4EZCVLb1FFj4b2mvAovS6vzjrin5GF5,0.0,47,14818475209,0.026975213879268437,0.11175890659949367,0.5531914893617021,0.0
Dig5N1eiL8xBp7PvLAwBLopGLn4ZA3aLvky55rz9XBbC,0.0,40,12615875695,0.027467627843982857,0.10302207026504158,0.5,0.0
G5Ez9rVZrfUSeRemVNXxwt5QLxNxnuJzaZ1EAFGbh71w,101.9066953518219,50,15774340730,0.028311206639469774,-0.0654675397921669,0.46,0.001880982
7tGdFuthpLTNrimXDKaXMxrenkx2odERE5VDcNVFEwYR,0.0,50,15769221112,0.02612620461991368,-0.11980448336771539,0.52,0.0
4dr6RJUj4GtnFyYw7kWGYqMatshcNA5GukENh5JByR6d,-96.14945079784789,50,15774774483,0.023477016841728482,-0.5032451932682587,0.5,0.001881182
3vBPiU6BFGNrbHKouPvkxEBwWYvckB1svkxP6fvvQPSZ,0.0,50,15769955658,0.029920012127487138,0.12288504554924595,0.38,0.0
5mxdgDZyTMiWMm6BsqGb2Z6rUu3zMz5vxtJ3QNP1QNGy,0.0,50,15768970910,0.02988715264378075,-0.08182218202800014,0.46,0.0
9uB4yxrjYDiwmgmxQXJSjmKJ1dvnmb2VXqHRMzVV2g1a,-0.0013332809253937651,50,15883172012,0.028423772141575883,-0.01179515827183768,0.46,15.31088026
3u856jgQGfHUaTfxtMjLyiL2h4azurs4bXRhHB2HwwN1,0.0,50,15769645387,0.029313581309231704,0.10685107885555806,0.48,0.0
2v4pLjvqJT2D4HeVTxvmaGwEaD3nLrVu5QCdZR2r9vku,0.0,50,15767589052,0.027435977423929395,0.13757717224992336,0.62,0.0
GjSjikrpjH3NRwAtBMRDYt7ux5i1K6CmQyRcV44gW4Xd,0.0,50,15775980435,0.03070102248967108,0.09002796628952485,0.5,0.0
7xekV3cTppbJgy3ZCBg2oia7xdfQUAmZc2JNsM17JiSV,0.6387598449932539,50,15923664387,0.03112204371528285,0.00463381734830541,0.38,0.558164915
A9dYBiZdEGqW6S6fbburBd3Q7oD86vP7Q1Q2o5NDDnGz,0.0,50,15768943614,0.02739924053911781,-0.10116966645475638,0.68,0.0
2rXu4gve3kfY5iqmBgrzVXMgBftUWrgqXHxxJtTTrqXR,0.020743765001320195,50,15932898543,0.030095215364136247,0.13464222194652636,0.48,13.059338443
yiPdgkEE7yWbcBA1xqgRVURCSzvAS1NUdQw6gvQ9kW9,-0.6510319798429509,50,15890353453,0.02643633235871911,0.2621957577005651,0.52,0.142576123
74VC3uiswEi6U1yUNHBAAsfbyANrSxw4LZKU2MKigeJn,-12.059487394529922,50,15803307354,0.030147038880098644,0.10469232822557084,0.56,0.023031212
dixivuY1A9pSgmEhybq9j8YNXdZk9E2qkASjgdHpiTA,158.42738978371966,50,15753058774,0.02724795346702076,0.021383428076504927,0.4,0.002381083
8b6iz5WbnfXyDbdEXGeWYSMGGgqc68f2QrXGoFX8bgi9,0.0,50,15871462058,0.02791382854541397,-0.06409113422044434,0.56,0.0
7rtiKSUDLBm59b1SBmD9oajcP8xE64vAGSMbAN5CXy1q,-0.00011637459333235999,50,15935843942,0.02901767696522867,0.028065431323917454,0.5,737.081450408
H4njYR76NhtsBBUe8YLoFa9hhHYERpJosZWjK94fGw9t,0.33376591615834994,50,15812349896,0.027432709907967985,-0.24166098128222802,0.5,0.088038962
5pKVDzDYxz3LHDS9RdWucPRQHVefaekvSsJCirVkm6MQ,0.006498508614869356,50,15928432452,0.02863612847827002,-0.04502634800558191,0.46,6.218232489
4PkTWQinkpyB681EFa5PEnTKBXo3KbkXFFT6zpD3FJQo,-1.338860460295248,50,15924976792,0.029384365368191747,0.06469833618624586,0.56,0.140061217
HDTLUGhsPpBk1vCBCCXZZ1An5ibzxdVFyWqg3dgZhKxZ,-5.13467324743069,50,15773764911,0.02769134496438565,0.0477144228582534,0.56,0.029914243
DnSwbPoBMNBDCx89tEpy5eQjuaGdEVjQiDShX35NYBkZ,-14.618368830585275,50,15854144505,0.031494627221286174,-0.0510605962421828,0.52,0.007897359
5aePejHFZRTTNzKCb8khfAyxqt5UC9QDE4oS59E7ojLi,-18.555889810590486,50,15879430654,0.03133738919391675,0.09110350715428883,0.52,0.010545327
46KiU5jAAvrY7oEmtgFdKsLLPL1RfTQsKySge7SQPxXu,-26.851389724365557,50,15869385506,0.026931176801568736,-0.1340924923915997,0.58,0.008802425
7d4kX2643BuxgLK4UY58ogLv6rg8PTzdyrP35Bnp484D,0.02060708814691533,50,15909082456,0.029186286077214983,-0.09190624592042354,0.42,10.149734385
